Title,Author,Year,Country,Region,Continent,Read,OriginalLanguage,Pages,Description,Tags,Category
The Nomads,Ilyas Yesenberlin,1976,Kazakhstan,Central Asia,Asia,,Kazakh,480,,,Novel
Dust,Yvonne Adhiambo Owuor,2014,Kenya,Eastern Africa,Africa,,English,377,"A sweeping, poetic Kenyan novel that begins with the murder of Odidi Oganda in the streets of Nairobi. His sister Wanja and father Arjan bring his body back to their remote northern home, embarking on a journey that uncovers family secrets, hidden desires, and the turbulent, violent history of post-independence Kenya from the Mau Mau rebellion to the 2007 election crisis.",,Novel
Petals of Blood,Ngugi wa Thiong’o,1977,Kenya,Eastern Africa,Africa,,English,349,"After decades of British rule Kenya has declared its independence, but drought and poor harvests still govern the village of Ilmorog. Undeterred, Munira, Karega, Wanja and Abdulla each move to Ilmorog in search of a more provincial life, only to find themselves suspects in a crime that signals a dark turning of the times. A classic of modern African literature, Ngugi wa Thiong o s damning satire of politics and corruption in Kenya would prove the catalyst for his imprisonment by the Kenyan government.",,Novel
Wizard of the Crow,Ngugi wa Thiong’o,2004,Kenya,Eastern Africa,Africa,,English,768,"From the exiled Kenyan novelist, playwright, poet, and literary critic--a magisterial comic novel that is certain to take its place as a landmark of postcolonial African literature.In exile now for more than twenty years, Ngũgĩ wa Thiong'o has become one of the most widely read African writers of our time, the power and scope of his work garnering him international attention and praise. His aim in Wizard of the Crow is, in his own words,nothing less than “to sum up Africa of the twentieth century in the context of two thousand years of world history.”Commencing in “our times” and set in the “Free Republic of Aburĩria,” the novel dramatizes with corrosive humor and keenness of observation a battle for control of the souls of the Aburĩrian people. Among the contenders: His High Mighty Excellency; the eponymous Wizard, an avatar of folklore and wisdom; the corrupt Christian Ministry; and the nefarious Global Bank. Fashioning the stories of the powerful and the ordinary into a dazzling mosaic, Wizard of the Crow reveals humanity in all its endlessly surprising complexity.Informed by richly enigmatic traditional African storytelling, Wizard of the Crow is a masterpiece, the crowning achievement in Ngugl wa Thiong’o’s career thus far.",,Novel
A Grain of Wheat,Ngugi wa Thiong’o,1967,Kenya,Eastern Africa,Africa,,English,264,"The Nobel Prize–nominated Kenyan writer’s best-known novel, featuring an introduction by Nobel Prize winner Abdulrazak Gurnah.Set in the wake of the Mau Mau rebellion and on the cusp of Kenya's independence from Britain, A Grain of Wheat follows a group of villagers whose lives have been transformed by the 1952–1960 Emergency. At the center of it all is the reticent Mugo, the village's chosen hero and a man haunted by a terrible secret. As we learn of the villagers' tangled histories in a narrative interwoven with myth and peppered with allusions to real-life leaders, including Jomo Kenyatta, a masterly story unfolds in which compromises are forced, friendships are betrayed, and loves are tested.",,Novel
Our Twisted Hero,Yi Mun-yol,1987,Korea,Eastern Asia,Asia,,Korean,263,,,Novel
Untold Night and Day,Bae Suah,2013,Korea,Eastern Asia,Asia,,Korean,160,"As cryptic and compelling as a fever dream... Bae Suah is one of the most unique and adroit literary voices working today' Sharlene TeoFinishing her last shift at Seoul's only audio theatre for the blind, Kim Ayami heads into the night with her former boss, searching for a missing friend. The following day, she looks after a visiting poet, a man who is not as he seems. Unfolding over a night and a day in the sweltering summer heat, their world's order gives way to chaos, the edges of reality start to fray, and the past intrudes on the present in increasingly disorientating ways. Untold Night and Day is a hallucinatory feat of storytelling from one of the most radical voices in contemporary Korean literature.'Highly original... Once I finished it, much of it slipped into my subconscious' Daily Telegraph",,Novel
The Guest,Hwang Sok-yong,2001,Korea,Eastern Asia,Asia,,Korean,234,"Based on actual events, The Guest is a profound portrait of a divided people haunted by a painful past, and a generation's search for reconciliation. During the Korean War, Hwanghae Province in North Korea was the setting of a gruesome fifty-two day massacre. In an act of collective amnesia the atrocities were attributed to American military, but in truth they resulted from malicious battling between Christian and Communist Koreans. Forty years later, Ryu Yosop, a minister living in America returns to his home village, where his older brother once played a notorious role in the bloodshed. Besieged by vivid memories and visited by the troubled spirits of the deceased, Yosop must face the survivors of the tragedy and lay his brother's soul to rest. Faulkner-like in its intense interweaving narratives, The Guest is a daring and ambitious novel from a major figure in world literature.",,Novel
The Vegetarian,Han Kang,2007,Korea,Eastern Asia,Asia,1,Korean,190,"Before the nightmare, Yeong-hye and her husband lived an ordinary life. But when splintering, blood-soaked images start haunting her thoughts, Yeong-hye decides to purge her mind and renounce eating meat. In a country where societal mores are strictly obeyed, Yeong-hye's decision to embrace a more “plant-like” existence is a shocking act of subversion. And as her passive rebellion manifests in ever more extreme and frightening forms, scandal, abuse, and estrangement begin to send Yeong-hye spiraling deep into the spaces of her fantasy. In a complete metamorphosis of both mind and body, her now dangerous endeavor will take Yeong-hye—impossibly, ecstatically, tragically—far from her once-known self altogether.",,Novel
Who Ate Up All the Shinga?,Park Wan-suh,1992,Korea,Eastern Asia,Asia,,Korean,264,"Park Wan-suh is a best-selling and award-winning writer whose work has been widely translated and published throughout the world. Who Ate Up All the Shinga? is an extraordinary account of her experiences growing up during the Japanese occupation of Korea and the Korean War, a time of great oppression, deprivation, and social and political instability.Park Wan-suh was born in 1931 in a small village near Kaesong, a protected hamlet of no more than twenty families. Park was raised believing that no matter how many hills and brooks you crossed, the whole world was Korea and everyone in it was Korean. But then the tendrils of the Japanese occupation, which had already worked their way through much of Korean society before her birth, began to encroach on Park's idyll, complicating her day-to-day life.With acerbic wit and brilliant insight, Park describes the characters and events that came to shape her young life, portraying the pervasive ways in which collaboration,...",,Novel
